Country,Survey,Pop Class,Foodex L1,Metrics,Nr Subjetcs,Nr Consumers,Mean,STD,P5,P10,Median,P95,P97.5,P99,Comment
Ireland,National Adult Nutrition Survey,Elderly,Fruit and vegetable juices,A.01.001394,149,68,41.96,66.43,0.00,0.00,0.00,195.00,225.00,252.50,Number of observations lower than 300. the 99th may not be statistically robust
Ireland,National Adult Nutrition Survey,Elderly,Non-alcoholic beverages (excepting milk based beve,A.01.001470,149,144,635.99,405.73,66.25,183.75,570.00,1.228.50,1.450.00,1.722.25,Number of observations lower than 300. the 99th may not be statistically robust
Ireland,National Adult Nutrition Survey,Elderly,Alcoholic beverages,A.01.001534,149,63,165.40,393.80,0.00,0.00,0.00,966.50,1.334.25,1.977.25,Number of observations lower than 300. the 99th may not be statistically robust
Ireland,National Adult Nutrition Survey,Elderly,Drinking water (water without any additives except,A.01.001573,149,149,481.32,458.30,10.63,40.00,376.66,1.518.76,1.758.52,1.792.68,Number of observations lower than 300. the 99th may not be statistically robust
Ireland,National Adult Nutrition Survey,Elderly,Herbs. spices and condiments,A.01.001580,149,143,19.12,28.64,0.15,0.52,9.75,76.11,97.23,152.13,Number of observations lower than 300. the 99th may not be statistically robust
Ireland,National Adult Nutrition Survey,Elderly,Food for infants and small children,A.01.001715,149,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Number of observations lower than 300. the 99th may not be statistically robust
Ireland,National Adult Nutrition Survey,Elderly,Products for special nutritional use,A.01.001748,149,59,5.37,35.88,0.00,0.00,0.00,13.25,44.70,89.73,Number of observations lower than 300. the 99th may not be statistically robust
Ireland,National Adult Nutrition Survey,Elderly,Composite food (including frozen products),A.01.001789,149,80,11.74,19.88,0.00,0.00,3.20,47.18,60.00,73.75,Number of observations lower than 300. the 99th may not be statistically robust
Ireland,National Adult Nutrition Survey,Elderly,Snacks. desserts. and other foods,A.01.001877,149,55,12.52,24.26,0.00,0.00,0.00,58.10,94.50,123.50,Number of observations lower than 300. the 99th may not be statistically robust
Ireland,National Adult Nutrition Survey,Very elderly,Grains and grain-based products,A.01.000001,77,77,271.03,131.15,91.14,102.05,254.13,520.37,523.16,649.82,Number of observations lower than 300. the 99th may not be statistically robust
Ireland,National Adult Nutrition Survey,Very elderly,Vegetables and vegetable products (including fungi,A.01.000317,77,76,119.98,73.16,23.96,44.46,101.95,266.16,329.18,340.71,Number of observations lower than 300. the 99th may not be statistically robust
Ireland,National Adult Nutrition Survey,Very elderly,Starchy roots and tubers,A.01.000467,77,75,124.03,76.72,35.51,50.50,104.25,282.25,333.15,344.00,Number of observations lower than 300. the 99th may not be statistically robust
Ireland,National Adult Nutrition Survey,Very elderly,Legumes. nuts and oilseeds,A.01.000486,77,38,10.71,20.56,0.00,0.00,0.00,44.94,105.25,116.50,Number of observations lower than 300. the 99th may not be statistically robust
Ireland,National Adult Nutrition Survey,Very elderly,Fruit and fruit products,A.01.000544,77,69,98.84,91.70,0.00,0.00,81.16,274.88,361.83,492.75,Number of observations lower than 300. the 99th may not be statistically robust
Ireland,National Adult Nutrition Survey,Very elderly,Meat and meat products (including edible offal),A.01.000727,77,76,143.68,76.63,29.66,47.35,139.88,273.24,303.75,381.10,Number of observations lower than 300. the 99th may not be statistically robust
Ireland,National Adult Nutrition Survey,Very elderly,Fish and other seafood (including amphibians. rept,A.01.000876,77,52,31.77,34.13,0.00,0.00,28.80,94.00,150.11,160.13,Number of observations lower than 300. the 99th may not be statistically robust
Ireland,National Adult Nutrition Survey,Very elderly,Milk and dairy products,A.01.000948,77,76,260.28,167.39,37.12,55.34,235.75,642.34,685.73,729.50,Number of observations lower than 300. the 99th may not be statistically robust
Ireland,National Adult Nutrition Survey,Very elderly,Eggs and egg products,A.01.001252,77,40,10.49,17.07,0.00,0.00,0.77,45.00,62.47,93.75,Number of observations lower than 300. the 99th may not be statistically robust
Ireland,National Adult Nutrition Survey,Very elderly,Sugar and confectionary,A.01.001267,77,63,12.05,13.61,0.00,0.00,8.25,42.00,52.50,56.56,Number of observations lower than 300. the 99th may not be statistically robust
Ireland,National Adult Nutrition Survey,Very elderly,Animal and vegetable fats and oils,A.01.001346,77,76,23.67,19.79,1.81,5.75,18.50,67.75,68.00,120.20,Number of observations lower than 300. the 99th may not be statistically robust
Ireland,National Adult Nutrition Survey,Very elderly,Fruit and vegetable juices,A.01.001394,77,31,41.11,70.92,0.00,0.00,0.00,242.50,250.00,253.00,Number of observations lower than 300. the 99th may not be statistically robust
Ireland,National Adult Nutrition Survey,Very elderly,Non-alcoholic beverages (excepting milk based beve,A.01.001470,77,76,604.12,304.95,130.00,165.00,585.00,1.164.00,1.205.00,1.765.50,Number of observations lower than 300. the 99th may not be statistically robust
Ireland,National Adult Nutrition Survey,Very elderly,Alcoholic beverages,A.01.001534,77,29,71.81,165.35,0.00,0.00,0.00,292.75,852.00,994.00,Number of observations lower than 300. the 99th may not be statistically robust
Ireland,National Adult Nutrition Survey,Very elderly,Drinking water (water without any additives except,A.01.001573,77,68,382.74,449.60,0.00,0.00,256.64,1.104.50,1.661.99,2.734.69,Number of observations lower than 300. the 99th may not be statistically robust
Ireland,National Adult Nutrition Survey,Very elderly,Herbs. spices and condiments,A.01.001580,77,70,14.86,23.28,0.00,0.09,6.89,65.00,82.32,140.00,Number of observations lower than 300. the 99th may not be statistically robust
Ireland,National Adult Nutrition Survey,Very elderly,Food for infants and small children,A.01.001715,77,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Number of observations lower than 300. the 99th may not be statistically robust
Ireland,National Adult Nutrition Survey,Very elderly,Products for special nutritional use,A.01.001748,77,29,6.07,45.51,0.00,0.00,0.00,5.40,5.90,400.00,Number of observations lower than 300. the 99th may not be statistically robust
Ireland,National Adult Nutrition Survey,Very elderly,Composite food (including frozen products),A.01.001789,77,30,14.36,35.34,0.00,0.00,0.00,85.25,163.75,213.25,Number of observations lower than 300. the 99th may not be statistically robust
Ireland,National Adult Nutrition Survey,Very elderly,Snacks. desserts. and other foods,A.01.001877,77,34,20.73,36.21,0.00,0.00,0.00,83.50,154.75,203.50,Number of observations lower than 300. the 99th may not be statistically robust
Ireland,North/South Ireland Food Consumption Survey,Adults,Grains and grain-based products,A.01.000001,958,958,218.17,93.41,101.89,122.24,199.54,405.57,451.55,495.96, 
Ireland,North/South Ireland Food Consumption Survey,Adults,Vegetables and vegetable products (including fungi,A.01.000317,958,956,150.81,84.43,44.46,60.92,137.82,301.03,365.66,453.36, 
Ireland,North/South Ireland Food Consumption Survey,Adults,Starchy roots and tubers,A.01.000467,958,953,252.51,188.13,57.14,76.75,204.20,614.57,795.57,926.63, 
Ireland,North/South Ireland Food Consumption Survey,Adults,Legumes. nuts and oilseeds,A.01.000486,958,874,15.76,17.91,0.00,0.40,11.11,49.34,61.94,84.54, 
Ireland,North/South Ireland Food Consumption Survey,Adults,Fruit and fruit products,A.01.000544,958,910,90.83,94.53,0.00,3.80,62.96,276.41,355.62,429.79, 
Ireland,North/South Ireland Food Consumption Survey,Adults,Meat and meat products (including edible offal),A.01.000727,958,946,169.13,86.89,53.31,74.45,155.40,323.03,381.46,432.29, 
Ireland,North/South Ireland Food Consumption Survey,Adults,Fish and other seafood (including amphibians. rept,A.01.000876,958,631,21.32,25.71,0.00,0.00,13.34,71.76,88.17,113.92, 
Ireland,North/South Ireland Food Consumption Survey,Adults,Milk and dairy products,A.01.000948,958,957,302.49,195.34,55.14,93.00,264.79,654.96,781.62,897.14, 
Ireland,North/South Ireland Food Consumption Survey,Adults,Eggs and egg products,A.01.001252,958,806,11.92,14.73,0.00,0.00,7.24,38.62,50.02,64.73, 
Ireland,North/South Ireland Food Consumption Survey,Adults,Sugar and confectionary,A.01.001267,958,935,31.62,31.30,1.00,3.21,24.16,84.30,108.58,133.71, 
Ireland,North/South Ireland Food Consumption Survey,Adults,Animal and vegetable fats and oils,A.01.001346,958,957,34.71,20.17,10.04,13.41,30.79,73.55,86.08,99.30, 
Ireland,North/South Ireland Food Consumption Survey,Adults,Fruit and vegetable juices,A.01.001394,958,633,33.71,57.71,0.00,0.00,0.94,155.04,196.03,260.44, 
Ireland,North/South Ireland Food Consumption Survey,Adults,Non-alcoholic beverages (excepting milk based beve,A.01.001470,958,953,877.21,405.75,325.14,444.43,832.64,1.554.00,1.713.43,2.014.57, 
Ireland,North/South Ireland Food Consumption Survey,Adults,Alcoholic beverages,A.01.001534,958,707,372.05,637.44,0.00,0.00,83.32,1.704.00,2.089.29,2.741.43, 
Ireland,North/South Ireland Food Consumption Survey,Adults,Drinking water (water without any additives except,A.01.001573,958,952,316.29,410.79,7.09,21.04,162.21,1.093.92,1.428.30,1.826.74, 
Ireland,North/South Ireland Food Consumption Survey,Adults,Herbs. spices and condiments,A.01.001580,958,956,20.26,17.59,1.36,3.16,15.66,56.18,65.67,79.65, 
Ireland,North/South Ireland Food Consumption Survey,Adults,Food for infants and small children,A.01.001715,958,1,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00, 
Ireland,North/South Ireland Food Consumption Survey,Adults,Products for special nutritional use,A.01.001748,958,254,0.88,3.85,0.00,0.00,0.00,4.07,7.63,15.00, 
Ireland,North/South Ireland Food Consumption Survey,Adults,Composite food (including frozen products),A.01.001789,958,673,29.71,40.05,0.00,0.00,17.05,103.01,133.74,194.14, 
Ireland,North/South Ireland Food Consumption Survey,Adults,Snacks. desserts. and other foods,A.01.001877,958,675,15.52,19.31,0.00,0.00,8.57,54.29,71.43,84.59, 
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Infants,Grains and grain-based products,A.01.000001,16,5,16.48,35.36,0.00,0.00,0.00,109.30,109.30,109.30,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Infants,Vegetables and vegetable products (including fungi,A.01.000317,16,8,11.09,14.25,0.00,0.00,1.94,37.50,37.50,37.50,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Infants,Starchy roots and tubers,A.01.000467,16,6,5.31,7.96,0.00,0.00,0.00,21.00,21.00,21.00,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Infants,Legumes. nuts and oilseeds,A.01.000486,16,2,1.75,5.04,0.00,0.00,0.00,18.43,18.43,18.43,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Infants,Fruit and fruit products,A.01.000544,16,8,47.28,70.61,0.00,0.00,13.92,266.64,266.64,266.64,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Infants,Meat and meat products (including edible offal),A.01.000727,16,3,5.68,16.90,0.00,0.00,0.00,67.07,67.07,67.07,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Infants,Fish and other seafood (including amphibians. rept,A.01.000876,16,2,2.15,6.04,0.00,0.00,0.00,21.08,21.08,21.08,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Infants,Milk and dairy products,A.01.000948,16,15,419.62,364.00,0.00,5.00,341.35,1.080.00,1.080.00,1.080.00,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Infants,Eggs and egg products,A.01.001252,16,1,0.33,1.33,0.00,0.00,0.00,5.33,5.33,5.33,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Infants,Sugar and confectionary,A.01.001267,16,4,3.45,7.43,0.00,0.00,0.00,22.75,22.75,22.75,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Infants,Animal and vegetable fats and oils,A.01.001346,16,8,5.27,7.03,0.00,0.00,0.75,18.00,18.00,18.00,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Infants,Fruit and vegetable juices,A.01.001394,16,3,20.09,51.58,0.00,0.00,0.00,179.17,179.17,179.17,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Infants,Non-alcoholic beverages (excepting milk based beve,A.01.001470,16,2,7.50,25.17,0.00,0.00,0.00,100.00,100.00,100.00,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Infants,Alcoholic beverages,A.01.001534,16,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Infants,Drinking water (water without any additives except,A.01.001573,16,13,348.26,292.49,0.00,0.00,292.65,887.50,887.50,887.50,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Infants,Herbs. spices and condiments,A.01.001580,16,6,0.51,1.31,0.00,0.00,0.00,5.26,5.26,5.26,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Infants,Food for infants and small children,A.01.001715,16,12,143.74,143.96,0.00,0.00,135.07,510.00,510.00,510.00,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Infants,Products for special nutritional use,A.01.001748,16,4,0.09,0.17,0.00,0.00,0.00,0.53,0.53,0.53,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Infants,Composite food (including frozen products),A.01.001789,16,2,19.69,61.66,0.00,0.00,0.00,240.00,240.00,240.00,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Infants,Snacks. desserts. and other foods,A.01.001877,16,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Toddlers,Grains and grain-based products,A.01.000001,36,35,120.07,71.69,19.58,30.80,101.68,268.85,299.69,299.69,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Toddlers,Vegetables and vegetable products (including fungi,A.01.000317,36,34,69.23,63.32,0.00,7.80,51.01,217.08,285.45,285.45,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Toddlers,Starchy roots and tubers,A.01.000467,36,20,21.82,30.41,0.00,0.00,5.72,85.30,102.63,102.63,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Toddlers,Legumes. nuts and oilseeds,A.01.000486,36,13,6.94,10.26,0.00,0.00,0.00,30.18,30.18,30.18,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Toddlers,Fruit and fruit products,A.01.000544,36,31,120.16,101.93,0.00,0.00,95.43,283.33,283.33,283.33,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Toddlers,Meat and meat products (including edible offal),A.01.000727,36,33,43.32,32.58,0.00,4.40,34.41,94.43,135.85,135.85,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Toddlers,Fish and other seafood (including amphibians. rept,A.01.000876,36,23,32.56,32.81,0.00,0.00,36.56,95.62,118.05,118.05,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Toddlers,Milk and dairy products,A.01.000948,36,36,345.44,206.53,55.00,117.95,297.39,850.88,858.33,858.33,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Toddlers,Eggs and egg products,A.01.001252,36,22,8.42,10.60,0.00,0.00,3.38,27.90,44.40,44.40,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Toddlers,Sugar and confectionary,A.01.001267,36,22,9.92,13.82,0.00,0.00,5.33,46.33,61.67,61.67,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Toddlers,Animal and vegetable fats and oils,A.01.001346,36,35,15.89,9.09,3.53,4.50,14.97,33.30,41.33,41.33,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Toddlers,Fruit and vegetable juices,A.01.001394,36,20,72.98,106.79,0.00,0.00,2.17,331.65,333.33,333.33,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Toddlers,Non-alcoholic beverages (excepting milk based beve,A.01.001470,36,4,11.30,43.46,0.00,0.00,0.00,53.33,250.00,250.00,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Toddlers,Alcoholic beverages,A.01.001534,36,10,0.01,0.02,0.00,0.00,0.00,0.09,0.09,0.09,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Toddlers,Drinking water (water without any additives except,A.01.001573,36,35,375.09,201.38,40.00,120.00,362.71,746.67,1.006.67,1.006.67,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Toddlers,Herbs. spices and condiments,A.01.001580,36,30,3.76,12.02,0.00,0.00,1.26,11.67,72.43,72.43,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Toddlers,Food for infants and small children,A.01.001715,36,27,77.55,92.04,0.00,0.00,32.92,265.33,368.00,368.00,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Toddlers,Products for special nutritional use,A.01.001748,36,4,0.42,1.69,0.00,0.00,0.00,4.92,9.00,9.00,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Toddlers,Composite food (including frozen products),A.01.001789,36,6,12.94,41.01,0.00,0.00,0.00,75.00,225.00,225.00,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Toddlers,Snacks. desserts. and other foods,A.01.001877,36,7,5.58,14.00,0.00,0.00,0.00,40.63,60.00,60.00,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Other children,Grains and grain-based products,A.01.000001,193,193,226.22,86.35,98.38,116.63,220.54,382.22,414.65,448.29,Number of observations lower than 300. the 99th may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Other children,Vegetables and vegetable products (including fungi,A.01.000317,193,192,141.73,67.82,44.03,62.05,129.13,272.57,292.38,324.33,Number of observations lower than 300. the 99th may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Other children,Starchy roots and tubers,A.01.000467,193,131,45.42,46.50,0.00,0.00,39.45,144.19,163.53,173.44,Number of observations lower than 300. the 99th may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Other children,Legumes. nuts and oilseeds,A.01.000486,193,94,10.79,15.68,0.00,0.00,0.00,42.58,45.98,62.18,Number of observations lower than 300. the 99th may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Other children,Fruit and fruit products,A.01.000544,193,174,128.52,91.33,0.00,0.20,114.40,286.33,304.00,348.86,Number of observations lower than 300. the 99th may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Other children,Meat and meat products (including edible offal),A.01.000727,193,191,99.02,46.40,26.13,45.50,93.41,181.81,199.46,237.51,Number of observations lower than 300. the 99th may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Other children,Fish and other seafood (including amphibians. rept,A.01.000876,193,132,40.23,44.79,0.00,0.00,37.50,132.03,157.93,210.69,Number of observations lower than 300. the 99th may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Other children,Milk and dairy products,A.01.000948,193,193,259.24,122.40,64.62,114.73,255.75,487.12,531.67,696.67,Number of observations lower than 300. the 99th may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Other children,Eggs and egg products,A.01.001252,193,150,19.94,24.64,0.00,0.00,11.11,65.44,87.13,127.59,Number of observations lower than 300. the 99th may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Other children,Sugar and confectionary,A.01.001267,193,165,17.68,15.41,0.00,0.00,15.71,47.59,53.33,68.79,Number of observations lower than 300. the 99th may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Other children,Animal and vegetable fats and oils,A.01.001346,193,193,31.65,11.24,16.63,20.56,29.46,52.78,57.05,62.25,Number of observations lower than 300. the 99th may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Other children,Fruit and vegetable juices,A.01.001394,193,125,78.63,95.23,0.00,0.00,50.00,266.67,333.33,366.67,Number of observations lower than 300. the 99th may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Other children,Non-alcoholic beverages (excepting milk based beve,A.01.001470,193,96,62.19,102.34,0.00,0.00,0.00,266.67,350.00,516.67,Number of observations lower than 300. the 99th may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Other children,Alcoholic beverages,A.01.001534,193,113,0.53,5.83,0.00,0.00,0.00,0.15,0.23,13.33,Number of observations lower than 300. the 99th may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Other children,Drinking water (water without any additives except,A.01.001573,193,192,507.69,244.29,238.75,267.50,455.14,1.025.00,1.180.00,1.283.33,Number of observations lower than 300. the 99th may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Other children,Herbs. spices and condiments,A.01.001580,193,184,4.80,6.39,0.04,0.25,2.95,15.23,19.38,34.00,Number of observations lower than 300. the 99th may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Other children,Food for infants and small children,A.01.001715,193,28,5.99,22.93,0.00,0.00,0.00,36.00,80.00,159.33,Number of observations lower than 300. the 99th may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Other children,Products for special nutritional use,A.01.001748,193,3,0.14,1.73,0.00,0.00,0.00,0.00,0.00,1.38,Number of observations lower than 300. the 99th may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Other children,Composite food (including frozen products),A.01.001789,193,49,9.95,20.80,0.00,0.00,0.00,50.00,83.33,100.00,Number of observations lower than 300. the 99th may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Other children,Snacks. desserts. and other foods,A.01.001877,193,80,16.88,28.49,0.00,0.00,0.00,78.00,100.00,116.67,Number of observations lower than 300. the 99th may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adolescents,Grains and grain-based products,A.01.000001,247,247,278.07,111.71,104.32,130.63,273.21,474.96,515.77,601.30,Number of observations lower than 300. the 99th may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adolescents,Vegetables and vegetable products (including fungi,A.01.000317,247,247,192.51,115.91,49.16,71.39,170.88,404.21,482.95,614.37,Number of observations lower than 300. the 99th may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adolescents,Starchy roots and tubers,A.01.000467,247,166,58.34,59.46,0.00,0.00,50.00,163.40,191.49,210.43,Number of observations lower than 300. the 99th may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adolescents,Legumes. nuts and oilseeds,A.01.000486,247,86,11.88,23.01,0.00,0.00,0.00,66.58,77.08,119.00,Number of observations lower than 300. the 99th may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adolescents,Fruit and fruit products,A.01.000544,247,219,141.92,113.63,0.00,0.00,128.67,336.00,391.29,452.70,Number of observations lower than 300. the 99th may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adolescents,Meat and meat products (including edible offal),A.01.000727,247,247,123.11,61.12,43.38,55.20,113.88,224.12,249.19,380.28,Number of observations lower than 300. the 99th may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adolescents,Fish and other seafood (including amphibians. rept,A.01.000876,247,171,48.91,56.27,0.00,0.00,37.50,169.53,183.66,231.37,Number of observations lower than 300. the 99th may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adolescents,Milk and dairy products,A.01.000948,247,243,230.10,120.98,43.65,67.16,236.40,427.04,493.07,570.42,Number of observations lower than 300. the 99th may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adolescents,Eggs and egg products,A.01.001252,247,200,20.80,24.25,0.00,0.00,12.25,70.13,88.12,115.20,Number of observations lower than 300. the 99th may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adolescents,Sugar and confectionary,A.01.001267,247,212,19.28,19.70,0.00,0.00,16.00,48.48,51.20,62.67,Number of observations lower than 300. the 99th may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adolescents,Animal and vegetable fats and oils,A.01.001346,247,246,38.48,15.06,19.07,23.05,35.88,61.75,72.23,90.89,Number of observations lower than 300. the 99th may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adolescents,Fruit and vegetable juices,A.01.001394,247,175,82.20,130.50,0.00,0.00,6.97,333.33,433.33,658.33,Number of observations lower than 300. the 99th may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adolescents,Non-alcoholic beverages (excepting milk based beve,A.01.001470,247,179,139.98,184.60,0.00,0.00,74.17,512.50,586.67,811.04,Number of observations lower than 300. the 99th may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adolescents,Alcoholic beverages,A.01.001534,247,152,2.79,13.72,0.00,0.00,0.00,7.15,53.33,66.72,Number of observations lower than 300. the 99th may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adolescents,Drinking water (water without any additives except,A.01.001573,247,246,637.56,341.30,213.33,293.33,586.67,1.246.67,1.506.67,1.813.33,Number of observations lower than 300. the 99th may not be statistically robust
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adolescents,Herbs. spices and condiments,A.01.001580,247,237,9.73,16.91,0.25,0.80,5.47,30.74,62.25,84.45,Number of observations lower than 300. the 99th may not be statistically robust
