area,branch,name,postalCode,street
Dresden,,a.s.t.i. Grundbesitzgesellschaft mbH (Neuer Firmenname: Agentur Hoffmann Promotion GmbH),01067,Maxstr. 6
Dresden,,a.s.t.i. Agentur für Computersysteme,01067,Maxstr. 6
Dresden,,A.S.T. GmbH Haus- & Gebäudetechnik Dresden,01307,Dürerstr. 32
Bautzen,,A4 RES Property Management GmbH,02625,Wilthener Str. 39
Bautzen,,A4RES NG Invest GmbH,02625,Wilthener Str. 39
Bautzen,,A4RES Marina Riems GmbH,02625,Wilthener Str. 39
Bautzen,,A4RES Holding GmbH,02625,Wilthener Str. 39
Bautzen,,A4RES GROUP Grüber & Hensel OHG,02625,An den Fleischbänken 5
Bautzen,,A4RES Property Management GmbH,02625,Wilthener Str. 39
Bautzen,,A4RES Group GmbH,02625,Wilthener Str. 39
Bautzen,,A4RES Green Energy 4 GmbH,02625,Wilthener Str. 39
Bautzen,,A4RES Green Energy 2 GmbH,02625,Wilthener Str. 39
Bautzen,,A4RES Green Energy 3 GmbH,02625,Wilthener Str. 39
Bautzen,,A4RES GROUP Grüber & Hensel KG,02625,An den Fleischbänken 5
Bautzen,,A4RES Green Energy 1 GmbH,02625,Wilthener Str. 39
Bautzen,,A4RES Asset Management GmbH (Neuer Firmenname: A4RES Holding GmbH),02625,Wilthener Str. 39
Bautzen,,A4RES Advisory GmbH,02625,Wilthener Str. 39
Lommatzsch,,A4CON GmbH,01623,Roitzsch Nr. 24
Dresden,,A4-Gewerbepark Glauchau UG (haftungsbeschränkt),01097,Dammweg 6
Bautzen,,A4 RES Real Estate Finance + Advisory Group GmbH,02625,Wilthener Str. 39
Ahrensburg,,A1 Solutions e.K.,22926,Kremerbergredder 11 a
Zwickau,,A.Z. Betriebs GmbH,08056,Oskar-Arnold-Str. 14
Dresden,,a.t.c LICHT GmbH,01099,Sebnitzer Str. 53
Dresden,,A.S.T. - Angewandte System Technik GmbH,01307,Marschnerstr. 26
Mauer,,A.S.A. Entwicklungs- & Beteiligungsgesellschaft mbH,69256,Lilienstr. 13
Dresden,,A.S. CONCEPT GmbH & Co. Handels KG,01309,Augsburger Str. 48
Lützelbach,,A.S. CONCEPT GmbH,64750,Schillerstr. 23
Dresden,,A.R.U. Medizintechnik Arnhold OHG Handel & Service,01099,Am Waldschlösschen 4
Wilsdruff OT Kesselsdorf,,A.R.U. Medizintechnik Arnhold KG,01723,Zum Tälchen 3
Hoyerswerda,,A.R.S. GmbH,02977,An der Kummelmühle 1
Dresden,,A.R.D. Abbruch & Recycling Dresden GmbH,01239,Alttorna 7
Dresden,,"A.P.EX. Europe GmbH (Neuer Firmenname: NOVUM Strategy GmbH. Geschäftsanschrift: Arndtstr. 15, 01099 Dresden)",01099,Arndtstr. 15
Grimma,,A.N Realestate GmbH,04668,Frauenstr. 23
München,,B-Presse UG (haftungsbeschränkt),81739,Gertrude-Kückelmann-Weg 13
Görlitz,,B-T MASCHINENWELT UG (haftungsbeschränkt),02826,Wilhelmsplatz 12
Dresden,,B-D-S GmbH,01219,Franz-Liszt-Str. 13
Rangsdorf,,B-Conzept Grundbesitz- und Vermögensverwaltungsgesellschaft mbH,15834,Friedensallee 104
Meißen,,B-A-L Germany AG,01662,Poststr. 5
Dresden,,B+P Bau- und Projektservice Dresden GmbH,01109,Grüne Aue 49
Weißwasser,,B+L Bürotechnik OHG,02943,Berliner Str. 63
Dresden,,B+L Bauunternehmen und Baulogistik GmbH (Neuer Firmenname: BplusL Infra Log GmbH),01309,Haydnstraße 20
Dresden,,B+K Dienstleistung Dresden GmbH,01187,Chemnitzer Str. 48
Berlin,,B+D Bau-Dienstleistungs GmbH,10318,Römerweg 76
Görlitz,,B&T Verwaltungs GmbH,02826,Lutherstr. 15
Görlitz,,B&T Elektro GmbH & Co. KG,02826,Lutherstr. 15
Ralbitz-Rosenthal OT Cunnewitz,,B&MS Verwaltungs-GmbH,01920,Dorfstr. 2
Dresden,,B&M Trockenbau UG (haftungsbeschränkt),01097,Theresienstr. 17
Berlin,,B&L Immobilien Verwaltungs GmbH,10179,Neue Grünstr. 2
Pirna,,B&IT Büro & Informationstechnologie GmbH (Neuer Firmenname: B&IT Ingenieurbüro für Logistik GmbH),01796,Grüner Weg 46
Meißen,,B&H Treuhand- und Abwicklungsgesellschaft mbH,01662,Ringstr. 10
Dresden,,B&F Grundbesitz GmbH,01099,Arndtstr. 15
Dresden,,B&E Immobilien GmbH,01157,Freiberger Str. 59
Strehla,,B&B Strehla Service und Montage UG (haftungsbeschränkt),01616,Elbwinkel 32
Bautzen,,B W B Buchführungs- und Wirtschaftsberatungsgesellschaft mbH Bautzen (Neuer Firmenname: B W B Bautzener Wirtschaftsberatungs GmbH),02625,Paulistraße 51
Eislingen,,B W B Bautzener Wirtschaftsberatungs GmbH,73054,Danziger Str. 9
Dresden,,"AAA Finanzkanzlei G&M GmbH (Neuer Firmenname: Günther Finanzkanzlei GmbH. Geschäftsanschrift: Bautzner Landstr. 34, 01326 Dresden)",01326,Bautzner Landstr. 34
Dresden,,AARON GmbH,01279,Wehlener Str. 46
Dresden,,Aaron Gastronomiebetriebsgesellschaft mbH (Neuer Firmenname: A + O Brecht-Tower Rostock Betriebsgesellschaft mbH),01309,Goetheallee 9
Dresden,,AAP - Akademie für Allgemeine Psychotherapie private Gesellschaft mit beschränkter Haftung,01307,Blasewitzer Str. 41
Dresden,,Aalto Tours e.K.,01324,Plattleite 49
Eschborn,,Aaron Kontor 3 Holding GmbH,65760,Mergenthaler Allee 77
Dresden,,AARTAX Steuerberatungsgesellschaft mbH,01139,Rankestraße 35
Dresden,,Aaron-Bau GmbH (Neuer Firmenname: Aaron Kontor 10 Holding GmbH),01309,Goetheallee 9
Dresden,,Aaron Kontor Ost GmbH,01309,Loschwitzer Str. 19
Dresden,,Aaron Kontor A3 GmbH,01309,Loschwitzer Str. 19
Dresden,,AARTAX Hagendorf GmbH Steuerberatungsgesellschaft,01139,Rankestraße 35
Dresden,,Aaron Kontor 9 Holding GmbH,01309,Loschwitzer Str. 19
Dresden,,Aaron Kontor 6 Holding GmbH,01309,Loschwitzer Str. 19
Dresden,,Aaron Kontor A2 GmbH,01309,Loschwitzer Str. 19
Dresden,,Aaron Kontor A 1 GmbH,01309,Loschwitzer Str. 19
Rostock,,Aaron Kontor 5 Holding GmbH,18055,Strandstr. 99
Dresden,,Aaron Kontor 8 Holding GmbH,01309,Loschwitzer Str. 19
Dresden,,Aaron Kontor 7 Holding GmbH,01309,Loschwitzer Str. 19
Meißen,,Abfuhr und Entsorgung Meißen OHG,01662,Nassauweg 2
Dresden,,Abenteuerpark Moritzburg GmbH,01139,Rankestraße 35
Dresden,,Abfallwirtschafts- und Beteiligungsmanagement Dresden GmbH (ABM),01067,Freiberger Str. 39
Dresden,,Abfallverwertungsgesellschaft Sachsen mbH,01259,Am Lugaer Graben 20
Radibor,,ABE GmbH,02627,Alois-Andritzki-Str. 4
Dresden,,ABG Bahnhof Strehlen GmbH & Co. KG,01219,Wiener Str. 98
Dresden,,ABG Anlagen-,01217,Meraner Str. 10/12
Radibor,,ABE Anlagenbetriebsgesellschaft mbH & Co KG,02627,Alois-Andritzki-Str. 4
Dresden,,ABD Management GmbH,01129,Burgsdorffstr. 29
Görlitz,,ABD Görlitz GmbH,02826,Grüner Graben 24
Dresden,,ABCD Alphabetisierung,01129,Kopernikusstr. 18
Dresden,,ablony Verwaltungsgesellschaft mbH,01127,Leipziger Str. 118
Dresden,,Ablony AG,01127,Leipziger Str. 118
Mühlhausen,,ABP International GmbH,99974,Untermarkt 34
Wiesbaden,,ABO Wind Biogas Rippien GmbH & Co. KG,65193,Hirtenstr. 45-47
Schenkendöbern,,ablony Managementgesellschaft mbH,03172,Parkstr. 4
Bautzen,,ABM GmbH - Automatenbetrieb und Marketing,02625,Parsevalstraße 7
Reichenbach,,"absolutio Verwaltungs GmbH (Neuer Firmenname: OLTG Dienstleistung & Service GmbH. Neuer Sitz: Reichenbach/O.L. Geschäftsanschrift: Gersdorfer Str. 5, 02894 Reichenbach/O.L)",02894,Gersdorfer Str. 5
Freital,,Abschleppservice Fröhlich GmbH & Co. KG,01705,Schachtstr. 23
Weißwasser,,Abschleppdienst Weißwasser GmbH,02943,Eisenbahnstr. 2
Braak,,ABS-Automaten Betriebsgesellschaft Riesa mbH,22145,Fürstredder 22
Bautzen,,Absolut Personal GmbH,02625,Äußere Lauenstr. 60
Dippoldiswalde,,Abschleppdienst Pötzsch GmbH,01744,Heideweg 33
Zittau,,ABS ROBUR GmbH,02763,Bahnhofstr.25
Dresden,,ABS Projekt Management GmbH (Neuer Firmenname: ABS Project Management GmbH),01187,Hohe Str. 101
Dresden,,ABS Project Management GmbH,01187,Hohe Str. 101
Freital,,Abriß & Recycling Volker Hartlepp e.K.,01705,Cunnerdofer Str. 12
Herrnhut,,Abraham Dürninger & Co GmbH,02747,Oderwitzer Str. 12
Kriepitz,,ABK Agrarbetriebsgesellschaft mbH Kriepitz,01920,Gödlauer Str. 6
Olbersdorf,,AbleCom Trade GmbH,02785,August-Bebel-Str. 2
Dresden,,AbiNation e.V.,01099,Radeberger Str. 56
Dresden OT Langebrück,,ability service and support Limited,01465,Dresdner Straße 12 a
Kamenz,,Abschleppservice Elitzsch OHG,01917,An der Dorfaue 11
Dresden OT Langebrück,,ability Gebäudemanagement Limited Stuttgart (Neuer Firmenname: ability service and support Limited),01465,Dresdner Straße 12 a
Dresden,,ABG Unternehmensberatungs GmbH,01219,Wiener Str. 98
Bayreuth,,ABG Unternehmensberatungs GmbH,95444,Luitpoldplatz 6
Dresden,,ABGS GmbH Aehnelt & Braune Gaswarn- und Systemtechnik,01259,Bosewitzer Str. 20
Dresden,,ABG Software Solutions GmbH & Co. KG,01219,Wiener Str. 81
Dresden,,ABG Marketing GmbH,01219,Wiener Str. 98
München,,ABG Financial Planning GmbH,80639,Romanstraße 22
Dresden,,ABG Entwicklungsgesellschaft für Finanzierungsinstrumente GmbH & Co. KG,01219,Wiener Str. 81
Dresden,,ABG Consulting-Partner GmbH & Co. KG,01219,Wiener Str. 98
Dresden,,ABG Bau GmbH,01217,Meraner Str. 10/12
Dresden,,ABC Soft Planungsprogramme GmbH,01277,Kipsdorfer Str. 110
Dresden,,ABG Consulting-Partner Verwaltungsgesellschaft mbH,01219,Wiener Str. 98
Dresden,,ABC GmbH & Co. Vermögenstreuhand KG,01109,Hugo-Junkers-Ring 11
Kamenz,,ABC Gastro UG (haftungsbeschränkt),01917,Oststr. 3
Bautzen,,abc distribution GmbH,02625,Fichtestr. 1A
Dresden,,ABC Capitalanlage Nachf. Gernot Glatz e.K.,01109,Hugo-Junkers-Ring 11
Dresden,,ABC Ambienta Bau Consult GmbH,01139,Carrierastr. 21
Dippoldiswalde OT Reichstädt,,Abbundzentrum Dippoldiswalde GmbH & Co. KG,01744,Beerwalder Str. 9b
Dresden,,ABC Enterprise GmbH,01139,Grimmstr. 97
Dresden,,"Abbruch- & Umwelttechnik Dresden GmbH (Neuer Firmenname: Abbruch-, Umwelttechnik & Bauservice Dresden GmbH)",01099,Radeberger Str. 9
Lichtenberg,,ABB - Baukontor UG (haftungsbeschränkt),01896,Parkweg 32
Riesa,,Abakus Riesa Gesellschaft für Werbemittel und Verkaufsförderung mbH,01589,Pausitzer Str. 60
Leipzig,,Abacus24 Schlüsseldienst & Türnotdienst 0-24 Uhr - Ing. C. Militzke Sicherheitstechnik UG (haftungsbeschränkt),04107,Paul-Gruner-Str. 38
Diera-Zehren,,Abwasserentsorgungsgesellschaft Meißner Land mbH,01665,Elbtalstr. 11
Pirna,,ABzurVorsorge Consulting GmbH,01796,Hohe Str. 45
Dresden,,Abwicklungsgesellschaft DreMoe GmbH,01219,Reicker Str. 12
Dresden,,ACC Elektronik Unternehmergesellschaft (haftungsbeschränkt),01277,Bärensteiner Str. 23/25
Schönberg,,ACC Agriculture Concept GmbH,24217,Eichkamp 19
Bautzen,,academium® Management GmbH,02625,Taucherstr. 20
Berlin,,ABX Dresden UG (haftungsbeschränkt),12681,Allee der Kosmonauten 32 B
Dresden,,ACC Pflanzenmanufaktur GmbH,01277,Bärensteiner Str. 23/25
Tutzing,,ACCEDO Arzneimittel GmbH,82327,Lindemannstr. 7
Dresden,,ACC Pflanzenmanufaktur Unternehmergesellschaft (haftungsbeschränkt),01277,Bärensteiner Str. 23/25
Glauchau,,Accet GmbH,08371,Am Schafteich 1
Dresden,,accentus-montageteam GmbH & Co. KG,01129,Halleystr. 1
Dresden,,accentus Beteiligungsgesellschaft mbH,01129,Halleystr. 1
Wilsdruff OT Kesselsdorf,,Accenture Cloud Services GmbH,01723,Zum Alten Dessauer 13
Dresden,,Accenta Wohn- und Gewerbebau GmbH,01309,Loschwitzer Str. 19
Dresden,,Accelerate GmbH,01099,Prießnitzstr. 69
Fürth,,ACEOS GmbH,90763,Karolinenstr. 108
Münster,,acensus Steuerberatungsgesellschaft mbH,48143,Salzstr. 22/23
Schöpstal OT Girbigsdorf,,acensus Beratungsgesellschaft mbH (Neuer Firmenname: acensus Steuerberatungsgesellschaft mbH),02829,Holtendorfer Str. 31
Dresden,,ACI AQUAPROJECT CONSULT Ingenieurgesellschaft mbH,01157,Gottfried-Keller-Str. 13
Bad Homburg,,ACORES GmbH,61350,Ricarda-Huch-Str. 12
Berlin,,ACON ONE Limited Zweigniederlassung Deutschland,12045,Finowstr. 25
Bochum,,ACQUASAN Wasserbehandlungssystem GmbH,44787,Luisenstraße 10
Löbau,,ACO AutoCenter Oberlausitz AG,02708,Rumburgerstr. 7
Dresden,,Acoustic MV GmbH,01324,Wolfshügelstr. 22
Dresden,,accire GmbH,01219,Wiener Str. 80 b
Coswig,,ACTIV-Planen-Zelte-Pflug GmbH,01640,Am Baggerteich 3
Dresden,,activ - Werbe- & Verlags GmbH (Neuer Firmenname: activ - Beratungs- & Dienstleistungs-GmbH),01187,Plauenscher Ring 17
Freital,,activ - Beratungs- & Dienstleistungs-GmbH,01705,Bernhardts Weg 14
Riesa,,actiPART GmbH,01589,Hauptstr. 7
Wachau OT Feldschlößchen,,ACTOR Gesellschaft für Anlagenbau mbH,01454,Mittelweg 9
Wachau OT Feldschlößchen,,ACTOR Gesellschaft für Anlagenbau GmbH (Neuer Firmenname: ACTOR Gesellschaft für Anlagenbau mbH. Neuer Sitz: Wachau),01454,Mittelweg 9
Dresden,,Actix GmbH,01067,Altmarkt 10
Dresden,,activjob GmbH,01069,Reichenbachstr. 55
Großharthau,,active sports KG,01909,Gickelsbergweg 4 A
Neuhof,,AC° ThermoAsphalt GmbH,36119,Hubertusstr. 1
Dresden,,ad craft GmbH,01189,Am Eiswurmlager 23
Klipphausen,,ACW High-Purity-Systems GmbH,01665,Schwabacher Str. 10
Crimmitschau,,ACUTA Steuerberatungsgesellschaft mbH,08451,Lindenstr. 30
Großröhrsdorf,,ACURAT GmbH Fachhandel für Siebdruck & Werbetechnik,01900,Bergmannstr. 16
Sohland a,,Acura Badsysteme GmbH,02689,Rosenbachstr. 8 A
,,Activate Network e.V.,,
Bad Brückenau,,Activa Bau-Vertriebsgesellschaft mbH,97769,Bahnhofstr. 23
DresdenVon Amts wegen eingetragen,,Activa Bau-Projektierung-Verwaltungs GmbH,01099,Bautzner Str.92
Dresden,,Activa Bau-Projektierung GmbH & Co. KG,01099,Bautzner Str. 92
Radeburg,,action G.M.G. GmbH,01471,Bahnhofstr. 17
Dresden,,Actio Dienstleistungen GmbH,01324,Kurparkstr. 5
Demitz-Thumitz,,ActiCon GmbH,01877,Mühlendamm 16
Radebeul,,ACTCOM Schwarze GmbH,01445,Seestr. 2
Erkrath,,ACT Advanced Cardiac Therapeutics GmbH,40699,Max-Planck-Str. 15a
Glaubitz,,acs Systemhaus GmbH,01612,Industriestraße A11
Dresden,,ACS Schaftmanufaktur Germany GmbH,01099,Manfred-von-Ardenne-Ring 20
Dresden,,ACRIBIT GmbH,01189,Pforzheimer Str. 15
Dresden,,Acronum GmbH Datenschutz & Digitalberatung,01217,Gostritzer Str. 61
Dresden,,ACRIBIT marketing - Falk Mättig e.K.,01189,Pforzheimer Str. 15
Dresden,,ACR Center - Detlef Lommatzsch,01257,Nickerner Weg 8
Dresden,,AcquiCo A&O Hotel and Hostel Dresden GmbH,01069,Strehlener Str. 10
Dresden,,ACL Fliesen Concept e. K.,01097,Theresienstraße 11 d
Dresden,,ACI EDV-Systemhaus Dresden GmbH,01279,Gustav-Hartmann-Str.22
Erfurt,,ACHTZEHNTE VG TENTUM GMBH,99091,Forster Str. 4
Zossen OT Dabendorf,,Achtundzwanzigste CAURUS Grundstücksgesellschaft mbH & Co. KG,15806,Zum Königsgraben 2
Niesky,,ACHTE VG TENTUM GMBH (Neuer Firmenname: ACN Bau- und Handelsgesellschaft mbH. Neuer Sitz: Niesky),02906,Jänkendorfer Str. 8
München,,Achte RP Verwaltungs GmbH,80333,Augustenstr. 10
München,,Achte RP Beteiligungs GmbH & Co.KG,80333,Augustenstr. 10
Lübeck,,Achte NOP Verwaltungsgesellschaft mbH,23560,Brosigstraße 12
Dresden,,Achte MWAT-Games UG (haftungsbeschränkt),01127,Großenhainer Str. 99
Hamburg,,Achte Kigi Verwaltungsgesellschaft mbH,22043,Borgstücken 28
Dresden,,Achte IDEAL Immobilien GmbH & Co. KG,01309,Schandauer Str. 40
Dresden,,Achte AS Immobilien Verwaltung UG (haftungs- beschränkt) (Neuer Firmenname: JS Beteiligungs UG (haftungsbeschränkt)),01219,Tiergartenstr. 38
Berlin,,Achte Albos Verwaltungsgesellschaft mbH,13187,Wollankstr. 22
Dresden,,Acht GmbH,01139,Scharfenberger Str. 53-55
Radebeul,,Achim Elicker Versicherungsagentur e.K.,01445,Wasastr. 49
Radebeul,,Achim Elicker Versicherungsagentur,01445,Horst-Vieth-Str. 24
Görlitz,,Adam Gut UG (haftungsbeschränkt),02826,Jakobstr. 25
Dresden,,Adam Dresdner Transport- und Handelsgesellschaft mbH,01156,Merbitzer Ring 18
Dresden,,ADAM Assekuranz GmbH,01159,Poststr. 24
Moritzburg OT Boxberg,,Adenso Industrial Services GmbH,01468,Am Weiher 3
Moritzburg OT Boxdorf,,Adenso GmbH,01468,Am Weiher 3
Dresden,,ADEMA GmbH Haus- und Grundstücksverwaltung,01219,Tiergartenstr. 46
Dresden,,Adensis GmbH,01129,Industriestr. 65
Dresden,,Adellos GmbH,01217,Münzteichweg 23 b
Nossen,,addValue Handels GmbH & Co.KG,01683,Waldheimer Str. 8
Schönfeld,,ADE Steinborn GmbH,01561,Großenhainer Str. 20a
Dresden,,AddVentures UG (haftungsbeschränkt),01099,Bautzner Str. 111
Dresden,,addValue Service UG (haftungsbeschränkt) (Neuer Firmenname: SG Dynamo Dresden Merchandising GmbH),01069,straße 12
Nossen,,addValue Betriebs GmbH,01683,Waldheimer Str. 8
Bannewitz,,addprint AG Das online-Druckzentrum,01728,Am Spitzberg 8 a
Dresden,,aDDcloud-media GmbH,01099,Seifhennersdorfer Str. 4-8
Zwickau,,ADD VALUE - Handels & Service GmbH & Co.KG,08056,Oskar-Arnold-Str. 14
Pirna,,ADCURA Steuerberatungsgesellschaft mbH,01796,Lindenallee 8
Dresden,,Administrata Dresden GmbH,01097,Gutschmidstr. 9
Dresden,,ADCOMEDIA GmbH (Neuer Firmenname: Maxity Deutschland GmbH),01099,Am Brauhaus 12
Dresden,,ada_architekten GmbH,01067,Schützenplatz 14
Radeberg,,adnode GmbH,01454,Badstr. 67
Wilsdruff STT Grumbach,,ADMV Classic Cup e.V.,01723,Ziegeleiweg 6
Dresden,,Admiral Immobilien UG (haftungsbeschränkt),01097,Fritz-Reuter-Str. 37
Dresden,,Admiral Immobilien GmbH,01097,Fritz-Reuter-Str. 37
Dresden,,Admiral Deutscher Handelskontor GmbH,01237,Georg-Mehrtens-Str. 3
Olbersdorf,,Admira Grundbesitz- und Beteiligungsgesellschaft UG (haftungsbeschränkt),02785,Julius-Ringehan-Str. 19
Sebnitz,,Administrata Facility Division GmbH & Co. KG,01855,Talstr. 10
Dresden,,Administrata Dienstleistungsgesellschaft für Wertanlagen mit beschränkter Haftung,01097,Gutschmidstr. 9
Gilching,,ADM Aerospace Design & Manufacturing GmbH,82205,Lilientalstraße 5
Dresden,,ADMEDIO Dresden Steuerberatungsgesellschaft mbH,01307,Blasewitzer Str. 41
Dresden,,ADMIN Verwaltungs- und Beteiligungsgesellschaft mbH,01067,An der Frauenkirche 20
Ebersbach OT Lauterbach,,Adlertransporte GmbH,01561,Am Lindenberg 9
Dresden,,AdScads GmbH,01099,Königsbrücker Str. 76
Wilsdruff,,ads-tec Dresden GmbH,01723,Dresdner Tor 1
Dresden,,ADVIMED Steuerberatungsgesellschaft mbH Radebeul (Neuer Firmenname: ADVIMED Steuerberatungsgesellschaft mbH),01139,Rankestr. 35
Dresden,,ADVIMED Steuerberatungsgesellschaft mbH,01139,Rankestr. 35
Pirna,,adviconta.de Dr. Gischke GmbH Wirtschaftsprüfungsgesellschaft Steuerberatungsgesellschaft,01796,Schloßpark. 28
Altenberg OT Geising,,Advicon Beratung GmbH,01778,Enge Gasse 1
Dresden,,Advicio Servdesk GmbH,01309,Pohlandstr. 17
Berlin,,Advertising Werbeagentur GmbH,10623,Hardenbergstr. 12
Dresden,,Advertical GmbH & Co. KG,01187,Nürnberger Str. 39
Dresden,,AdventureRooms Deutschland Ost UG (haftungsbeschränkt),01099,Königsbrücker Str. 85
Sindelfingen,,Advelo GmbH,71063,Bahnhofstr. 14
Dresden,,Advema GmbH,01129,Aachener Str. 33
Dresden,,advanced23 Verwaltungsgesellschaft mbH,01217,Räcknitzhöhe 35 A
Dresden,,ADVANSO GmbH,01217,Gostritzer Str. 61-64
Dresden,,advanced23 Groß- und Einzelhandel GmbH & Co. KG,01217,Räcknitzhöhe 35 A
Riesa,,advanced-bytes GmbH,01589,Felgenhauerstr. 37
Dresden,,Advanced Optics Solutions GmbH,01139,Overbeckstr. 39 a
Dresden,,Advanced Sicherheits- und Servicedienste GmbH,01309,Hepkestraße 44
Dresden,,Advanced Mask Technology Center Verwaltungs GmbH,01109,Rähnitzer Allee 9
Dresden,,Advanced Mask Technology Center GmbH & Co. KG,01109,Rähnitzer Allee 9
Berlin,,ADVA Soft UG (haftungsbeschränkt),13158,Angerweg 52
Dresden,,ADVA I TAX GmbH Steuerberatungsgesellschaft,01067,Maxstr. 8
Dresden,,ADVA I CON GmbH,01067,Maxstr. 8
Dresden,,ADVA GmbH,01067,Maxstr. 8
Dresden,,ADVA BERATER GmbH,01067,Maxstr. 8
Dresden,,ADV GmbH,01279,Leubener Str. 6
Moritzburg OT Boxdorf,,adSphere GmbH,01468,Am Weiher 3
Dohna,,adsolem GmbH,01809,Mittelweg 4
Radebeul,,ADS - Handelsvertretung Labor- und Regeneratonsservice e. K.,01445,Auf den Scherzen 22
Köln,,ADRIENN Besitz- und Verwaltungs- GmbH,51147,Akazienweg 12
Dresden,,Adrian Glöckner Automobile GmbH,01109,Grenzstraße 7
Struppen,,ADORATIO Verwaltungsgesellschaft mbH,01796,Am Schlossberg 2
Struppen,,ADORATIO SCHOKOLADENKUNST NASCHWERK GmbH & Co. KG,01796,Am Schlossberg 2
Dresden,,Adonios Purtsas e. K.,01069,St. Petersburger Str. 32
Dresden,,Adolph Verwaltungs UG (haftungsbeschränkt),01099,Louisenstr. 58
Nossen,,Adler-Apotheke Nossen e.K.,01683,Markt 3
Radebeul,,Adler-Apotheke Inh. Erdmute Gießmann,01445,Moritzburger Straße 13
Reichenbach,,Adler-Apotheke Inh. Christel Stosiek-Masan e.K.,02894,Markt 15
Neukirch,,Adler-Apotheke Andreas Keller e.K.,01904,Hauptstr. 15
Görlitz,,Adler Gastronomie und Handel Krzysztof Rogojski e.K.,02826,Neugasse 20
Weißwasser,,Adler Apotheke e.K.,02943,Karl-Marx-Str. 19
Herne,,ADL Holding GmbH,44629,Westring 3034
Dresden,,ADJORA Verwaltungsgesellschaft mbH,01187,Bernhardstr. 100
Hoyerswerda,,ADITUS Treuhand Mandy Schöne KG,02977,R.-Luxemburg-Str. 29
Hoyerswerda,,"ADITUS Steuerberatungsgesellschaft mbH (Neuer Firmenname: ADITUS Treuhand GmbH. Geschäftsanschrift: F.-v.-Freiligrath-Str. 77, 02977 Hoyerswerda)",02977,F.-v.-Freiligrath-Str. 77
Dresden,,advopro GmbH,01277,Glashütter Str. 104
Dresden,,advopro Gesellschaft für Organisationsberatung und Bürodienstleistungen mbH,01069,Bergstraße 76
Dresden,,AEDES Dienstleistungen GmbH,01108,Schönburgstr. 13
Dresden,,Aechter Haustechnik GmbH,01219,Reicker Str. 38a
Riesa,,AEO GmbH,01587,Brückenstr. 14
Braunschweig,,AEGIR Gesellschaft mit beschränkter Haftung,38120,Pippelweg 39
Dresden,,AEG Shop Dresen Daniel Bachmann e.K.,01099,Königsbrücker Straße 124
Pirna,,AEG Pirna GmbH,01796,Rottwerndorfer Straße 16
Wilsdruff OT Grumbach,,AEB Abbruch,01723,Kesselsdorfer Str. 12
Berlin,,"AE Zwölfte Vermögensverwaltungs SE (Neuer Firmenname: AE New Media Innovations SE. Geschäftsanschrift: Unter den Linden 10, 10117 Berlin)",10117,Unter den Linden 10
Berlin,,AE Zehnte Vermögensverwaltungs SE,10557,Europaplatz 2
Vierkirchen,,AE Visionen e. K.,02894,Hilbersdorf 143
Dresden,,AE Photonics GmbH,01309,Loschwitzer Str. 37
Dresden,,AE Photonics Holding AG,01309,Loschwitzer Str. 37
Berlin,,AE New Media Innovations SE,10117,Unter den Linden 10
Berlin,,AE Elfte Vermögensverwaltungs SE,10557,Europaplatz 2
Dresden,,AE Dreizehnte Vermögensverwaltungs SE,01277,Glashütter Str. 104
Freital,,ADZ Personal GmbH,01705,Deubener Str. 6
Ottendorf-Okrilla,,ADZ NAGANO GmbH Gesellschaft für Sensortechnik,01458,Bergener Ring 43
Neukirch,,AdYouKi Go e.V.,01904,Dammweg 18
Dresden,,ADW Planprojekt GmbH,01097,Leipziger Str. 25
Rothenburg,,Aerotec Luftverkehrs-,02929,Friedensstr. 113
Dresden,,Aerostructures Consulting GmbH,01189,Oskar-Seyffert-Str. 54 a
Kamenz,,AEROSHOP Flugbedarf Pirzkall GmbH,01917,Macherstr. 52 a
Dresden,,aeroPS GmbH,01099,Forststr. 5
Bissingen an der Teck,,AeroAcademy Dresden GmbH,73266,Im Kronegarten 6
Düsseldorf,,Aerarium Verwaltungsgesellschaft mbH,40221,Kaistr. 8
Dresden,,"AF Event GmbH (Neuer Firmenname: Haftstark Folien und Werbetechnik GmbH. Neuer Sitz: Dresden. Geschäftsanschrift: Radeburger Str. 218 - 220, 01109 Dresden)",01109,Radeburger Str. 218 - 220
Kreischa OT Babisnau,,African Giants Inhaber David Nichterlein e.K.,01731,Bärenklauser Str. 2 A
Freital,,AE StadtLand GmbH,01705,Wilsdruffer Str. 25
Rietschen,,AFOS Arbeitsförderung Ostsachsen GmbH (Neuer Firmenname: AFOS Arbeits- und Integrationsförderung Ostsachsen gemeinnützige GmbH),02956,Rothenburger Straße 14 A
Weißwasser,,AFOS Arbeits- und Integrationsförderung Ostsachsen gemeinnützige GmbH (Neuer Firmenname: AFOS GmbH),02943,Halbendorfer Weg 25
Senftenberg OT Brieske,,AFOLs Lausitz e.V.,01968,Ernst-Thälmann-Str. 7
Göppingen,,AFL Leasing GmbH,73037,Ulmer Str. 123
Dresden,,AFG GmbH,01099,Forststr. 7
Riesa,,AFG Arbonia Forster Riesa GmbH,01591,Heinrich-Schönberg-Str. 3
Dresden,,Affirmatio KG (Neuer Firmenname: Bert Marx e.K),01277,Hepkestr. 117
Radebeul,,Affirmatio GmbH & Co. KG,01445,Vorwerkstr. 9
